name,kind,lat,lon
Tháp nước Phan Thiết,information,10.9287832,108.1001578
Đại Dương La Gi Homestay & Coffee,guest_house,10.640142,107.720148
Asteria Mui Ne Resort,hotel,10.9506981,108.3026883
Under construction 2025,information,11.4188962,108.3493997
Gem’s House Homestay&Villa,guest_house,10.9558679,108.2271553
Cô Tư's Homestay - Mũi Né,guest_house,10.9668907,108.2481813
Minera Hot Springs Bình Châu,attraction,10.6030998,107.5584397
Cocosand Hotel,hotel,10.9517471,108.2113641
Xin Cháo Hotel,hotel,10.9526352,108.2129994
Long Beach Pearl,hotel,10.9522706,108.2140303
Happy Stay Resort,hotel,10.5354666,107.5369592
Hong Di,hotel,10.9503652,108.2094071
Bamboo Village,hotel,10.9450649,108.1988688
Sunrise Resort,hotel,10.950687,108.2096478
Paradise Beach Club,hotel,10.9487551,108.2061828
Ngoc Dung Guest House,hotel,10.9455338,108.1982861
Rach Dua Resort,hotel,10.9501166,108.2087392
Coco Beach,hotel,10.9484285,108.2053945
Bon Bien,hotel,10.9444378,108.1976392
Saigon Mui Ne Resort,hotel,10.947781,108.2041498
Xian Uyen,hotel,10.9509359,108.2104023
Ananda,hotel,10.9464867,108.2014757
Hawaii Beach Resort,hotel,10.9453781,108.1995132
Sunshine Beach,hotel,10.9513476,108.2115026
Sunshine Beach,hotel,10.9493251,108.2064697
Swiss Village,hotel,10.9457762,108.2000612
Cham Villas,hotel,10.9447726,108.1980943
Sunsea Resort,hotel,10.9465983,108.2016757
Blue Ocean,hotel,10.947039,108.2025775
Indochine Dreams,hotel,10.9507837,108.2099127
Hiep Han Resort,hotel,10.9511143,108.2110577
Vinh Siong,hotel,10.9461779,108.2009305
Ngoc Bich Bungalow,hotel,10.9466994,108.2018913
Ocean Front Resort,hotel,10.9527998,108.2152762
Pelican guesthouse,hotel,10.9536095,108.2178574
Shades Apartments,hotel,10.9528992,108.2155487
Riva Mui Ne Resort,hotel,10.9519508,108.2130364
Tien Dat,hotel,10.9527354,108.2132257
Lotus Village Resort,hotel,10.953061,108.2160028
Paradise Huts,hotel,10.9516643,108.2124741
Minh Hung minihotel,hotel,10.9538888,108.2173465
Nha Nghi Guesthouse,hotel,10.9531537,108.2163648
Full Moon Beach Resort,hotel,10.9515299,108.2120505
Tien Dat,hotel,10.9520852,108.2134563
Lu Huang Guesthouse,hotel,10.9532109,108.2165533
Calif Mui Ne,hotel,10.9527033,108.2149883
Novela Muine,hotel,10.9524169,108.2142831
Kim Ngan,hotel,10.9533891,108.21718
Cay Pre Resort,hotel,10.9542484,108.219768
Ocean Valley Hotel,hotel,10.9548461,108.2221583
Hot spring water and mud b,attraction,10.6035288,107.5580566
Khu Biệt thự Mũi Né,hotel,10.9428287,108.1738544
Đồi cát bay Mũi Né,attraction,10.9476754,108.2933338
Ocean Dunes Resort,hotel,10.9284148,108.1197495
Khách sạn Park Diamond,hotel,10.9257866,108.1143524
Trường Dục Thanh,museum,10.9282527,108.0961251
Herbal Hotel,hotel,10.9521559,108.2115512
Khách sạn Cà Ty,hotel,10.9285251,108.0974743
Melon Resort,hotel,10.938332,108.1752704
Hoàng Long,hotel,10.9328361,108.1112873
Phú Gia,hotel,10.9320014,108.1109262
Đồi Dương,hotel,10.9246388,108.1136346
Bình Minh,hotel,10.9251166,108.1141632
The Cliff Resort,hotel,10.9369644,108.179269
Poshanu Resort,hotel,10.9369593,108.1781952
The Beach Resort,hotel,10.9427781,108.1946294
Thai hoa muine resort,hotel,10.9494454,108.2584854
Bao Quynh,hotel,10.9440045,108.1964579
Khu du lịch Ma Đa Guôi,attraction,11.4233075,107.578007
Blu Bay Muine Hotel,hotel,10.9920451,108.3439788
Hung Phat Hotel 2,hotel,10.9979786,108.3469683
Sand Dunes Beach Resort,hotel,10.9499489,108.3018769
Orchid Beach Resort,hotel,10.8768723,108.0584889
Champa Resort & Spa,hotel,10.8673583,108.0538342
Green Organic Villas,hotel,10.7959308,108.0260229
Doisu Resort,hotel,10.7646436,108.019305
Saigon Suoinhum Resort,hotel,10.7697329,108.0204035
Blue Sailing Resort,hotel,10.7419546,108.0148534
Bel Sea Resort,hotel,10.7495784,108.015847
Feng Shui Resort,hotel,10.7544683,108.0168858
Rock Water Bay Beach Resort & Spa,hotel,10.7354895,108.0118514
Bau Mai Resort,hotel,10.7285754,108.0068789
Peaceful Resort,hotel,10.717209,108.0012436
Romana Resort & Spa,hotel,10.932134,108.1624929
AMARYLLIS Resort & Spa,hotel,10.9350045,108.1701359
S51,guest_house,10.939087,108.179705
S59,guest_house,10.9391156,108.1798715
S52,guest_house,10.939151,108.1800444
S53,guest_house,10.9391846,108.1802123
S54,guest_house,10.9392402,108.180369
S55,guest_house,10.9392899,108.1805452
S56,guest_house,10.9393421,108.1806834
S57,guest_house,10.9394074,108.1808635
S58,guest_house,10.939464,108.1810071
S39,guest_house,10.9398851,108.1810162
S38,guest_house,10.9398256,108.1808554
S37,guest_house,10.9397624,108.1806863
S61,guest_house,10.9396521,108.1803865
S60,guest_house,10.9396054,108.1802238
S43,guest_house,10.9395662,108.1800576
S42,guest_house,10.9395312,108.1798929
S41,guest_house,10.9394992,108.1797253
S13,guest_house,10.9398832,108.1801635
S14,guest_house,10.9398444,108.1799991
S15,guest_house,10.9398009,108.1798491
S62,guest_house,10.9397691,108.1796786
S44,guest_house,10.93998,108.1805291
S47,guest_house,10.9400815,108.1806842
S48,guest_house,10.940188,108.180801
S49,guest_house,10.9402999,108.1809533
S50,guest_house,10.9403752,108.1810933
S45,guest_house,10.9404196,108.1803058
S46,guest_house,10.9405228,108.1804489
S34,guest_house,10.9406314,108.1805825
S35,guest_house,10.9407292,108.1807368
S36,guest_house,10.9408236,108.1808911
S40,guest_house,10.9408803,108.1810408
S12,guest_house,10.9401736,108.1797958
S11,guest_house,10.9401605,108.1799993
S10,guest_house,10.9403454,108.1799562
S9,guest_house,10.9405014,108.1799054
S8,guest_house,10.9406981,108.1798498
S7,guest_house,10.9408607,108.1798236
S6,guest_house,10.9410543,108.1797466
S5,guest_house,10.9412011,108.1796888
S26,guest_house,10.9409231,108.1801684
S27,guest_house,10.9410364,108.1802913
S28,guest_house,10.9411292,108.1804203
S29,guest_house,10.9412346,108.180565
S30,guest_house,10.9413287,108.180704
S31,guest_house,10.9413993,108.1808738
S33,guest_house,10.9414486,108.1810401
S25,guest_house,10.9420591,108.1810119
S79,guest_house,10.9418951,108.180866
S24,guest_house,10.9418254,108.1807263
S22,guest_house,10.9417541,108.1805514
S21,guest_house,10.9416724,108.1804143
S20,guest_house,10.9415595,108.1802538
S19,guest_house,10.9414625,108.180134
S18,guest_house,10.941355,108.1799942
S4,guest_house,10.9413877,108.1795805
S3,guest_house,10.9415553,108.1794646
S2,guest_house,10.9417326,108.1793512
S1,guest_house,10.9418914,108.1792791
S32,guest_house,10.9417283,108.1798375
S23,guest_house,10.9418854,108.1797306
S16,guest_house,10.9419415,108.1799876
S17,guest_house,10.9419904,108.1801772
PE26,guest_house,10.9439028,108.1819477
PE27,guest_house,10.9440267,108.1820487
PE28,guest_house,10.9441608,108.1821417
PE29,guest_house,10.9442932,108.1822384
PE30,guest_house,10.9444231,108.1823369
PE31,guest_house,10.9445635,108.182425
PE32,guest_house,10.9446814,108.1825272
PE33,guest_house,10.944802,108.1826601
PE34,guest_house,10.9449027,108.1828054
PE35,guest_house,10.9449804,108.1829767
PE36,guest_house,10.945026,108.183152
PE37,guest_house,10.9450332,108.1833271
PE38,guest_house,10.9450284,108.183497
PE39,guest_house,10.9450393,108.1836595
PE40,guest_house,10.9450356,108.1838243
PE41,guest_house,10.9450486,108.1840022
PE42,guest_house,10.9450479,108.1841629
PE82,guest_house,10.9450496,108.184347
PE51,guest_house,10.9453496,108.1846943
PE43,guest_house,10.9454898,108.1847482
PE117,guest_house,10.9456708,108.1847863
PE46,guest_house,10.9458311,108.184835
PE45,guest_house,10.945997,108.1848737
PE48,guest_house,10.9461711,108.1849133
PE47,guest_house,10.9463388,108.1849866
PE49,guest_house,10.9465006,108.1850866
PE50,guest_house,10.94661,108.1852395
PE52,guest_house,10.9466878,108.1853964
PE53,guest_house,10.9467793,108.1855472
PE54,guest_house,10.9468507,108.1856884
PE55,guest_house,10.9469279,108.1858337
PC56,guest_house,10.9470065,108.1859862
PC57,guest_house,10.9470847,108.186152
PC58,guest_house,10.9471287,108.1863149
PC59,guest_house,10.9471694,108.1864704
PC60,guest_house,10.9472016,108.186636
PC61,guest_house,10.9472521,108.1867951
PC62,guest_house,10.9472872,108.1869566
PC63,guest_house,10.947314,108.1871295
PC64,guest_house,10.9473226,108.1873047
PC83,guest_house,10.9473381,108.1874763
PC84,guest_house,10.9473393,108.1876471
PC85,guest_house,10.947347,108.1878263
PC86,guest_house,10.9473636,108.1879821
PC108,guest_house,10.9473777,108.1881478
PC65,guest_house,10.9474126,108.1883153
PC66,guest_house,10.9474261,108.1884892
PC67,guest_house,10.9474505,108.1886502
PC68,guest_house,10.947466,108.1888127
R28,guest_house,10.9466203,108.1892717
R57/R58,guest_house,10.9465684,108.1891144
R27,guest_house,10.946514,108.1889466
R26,guest_house,10.9464625,108.1887809
R25,guest_house,10.9464102,108.1886185
R24,guest_house,10.9463655,108.1884535
R23,guest_house,10.9463031,108.1882849
R22,guest_house,10.9462439,108.1881301
R21,guest_house,10.9461986,108.1879683
R20,guest_house,10.946148,108.1878034
R19,guest_house,10.9460927,108.1876397
R29,guest_house,10.946014,108.1893834
R59,guest_house,10.945958,108.1892234
R30,guest_house,10.9459132,108.1890692
R31,guest_house,10.9458541,108.1888996
R32,guest_house,10.9458023,108.1887342
R34,guest_house,10.9457465,108.1885793
R35,guest_house,10.9456957,108.1884193
R36,guest_house,10.945647,108.1882522
R37,guest_house,10.9455899,108.1880955
R38,guest_house,10.945538,108.187931
R39,guest_house,10.9454801,108.1877688
