"id","title","description","image"
"890","Hamlet Eco-Tourism Village","Getting to the Hamlet Eco-Tourism Village is straightforward. Starting from Saigon, simply cross Rạch Miễu Bridge, turn left for about 700m to Cá Chuối Bridge. Once you've crossed this bridge, you'll have arrived at this famous eco-tourism site.|||Visitors to the Hamlet Eco-Tourism Village will undoubtedly be thrilled and delighted by the authentic Southern Vietnamese natural scenery and unique organizational style. This destination truly deserves to be one of the most impressive tourist spots in the Western region, leaving an unforgettable impression on visitors.|||One of the exciting experiences here is dressing up in traditional Southern Vietnamese attire, known as bà ba. You can also participate in various folk games like monkey bridge crossing, coconut tree climbing, balance bike riding, fish catching, and rope crossing.|||Additionally, you can try your hand at making clay firecrackers or cooking traditional garden dishes with your friends, which promises to be an extremely exciting and appealing experience.|||Upon arriving at the Hamlet Eco-Tourism Village, you'll be impressed by the picturesque and romantic natural scenery of the riverine countryside. A special highlight of this place is the traditional floating villages of the local people. The atmosphere is serene and peaceful, making anyone who visits feel light and carefree, shedding all worries of daily life.|||Try sitting on a small boat, drifting along the winding rivers, or letting your spirit roam free with the water of the Western region, savoring the fresh and enticing fruits. These will be wonderful moments that you won't want to forget for a single second.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BenTre/KDLLANGBE/KDL-LANG-BE-4.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BenTre/KDLLANGBE/KDL-LANG-BE-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BenTre/KDLLANGBE/KDL-LANG-BE-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BenTre/KDLLANGBE/KDL-LANG-BE-1.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BenTre/KDLLANGBE/KDL-LANG-BE.jpg"
"891","Phu Da Sandbar","Located about 100km from Ho Chi Minh City, Phu Da Sandbar is an ideal destination for city dwellers to explore on weekends. If traveling by motorbike, follow this route: Start from Ho Chi Minh City, head towards the Western region on National Highway 1A, then cross My Thuan Bridge and continue on National Highway 53, and finally take the Pham Hung road to An Binh ferry terminal. From there, take a boat to Phu Da Sandbar.|||Phu Da Sandbar is an eco-tourism destination with a romantic and serene natural landscape, featuring Phu Da Temple, a spiritual site for the locals. Be sure to try the specialty of Phu Da Sandbar – Phu Da snail.|||Phu Da snails are sold in markets all over the sandbar|||According to Mr. Ba Ngoi, a local, Phu Da snails are at their best around May in the Lunar Calendar, with a sweet and rich flavor. After being caught, they are prepared into various dishes like stir-fried snails with lemongrass and chili, boiled snails, or used as an ingredient in salads and pancakes. In Phu Da Sandbar, snails are sold in all markets, and visitors can find them at affordable prices.|||After enjoying the specialty snails, visitors can continue their journey by engaging in activities like rowing, fishing, and exploring the lush orchards. Next, they should visit Phu Da Temple to pray for peace and prosperity and explore the famous Miếu Bà Chúa Xứ temple, known for its miraculous granting of wishes.|||And experience a boat trip to explore the sandbar|||In Ben Tre, aside from Phu Da Sandbar, visitors can also explore Phung Sandbar, Tien Sandbar, or Thoi Son Islet to discover the unique beauty of the Western region.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BenTre/CONPHUDA/CON-PHU-DA-4.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BenTre/CONPHUDA/CON-PHU-DA-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BenTre/CONPHUDA/CON-PHU-DA-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BenTre/CONPHUDA/CON-PHU-DA-1.jpg"
"892","Tua Hai Historical and Cultural Victory Site","Located in Tua Hai hamlet, Dong Khoi commune, Chau Thanh district, Tay Ninh province, on highway 22B, 7km northwest of Tay Ninh city.|||Tua Hai was the name of a French watchtower, later expanded by the US and puppet government into a major military base. By 1960, it served as a reserve arms depot for all three tactical zones of the enemy. The site included the 32nd Battalion of the 13th Division, a special forces training school, a rapid response battalion, and two reconnaissance companies embedded among the locals.|||On the night of January 25, 1960, the people and armed forces of Tay Ninh, along with other secret forces from the region, launched a surprise attack on the enemy's headquarters at Tua Hai. This battle marked the beginning of the armed Dong Khoi movement across South Vietnam.|||The site was recognized by the Ministry of Culture and Information (now the Ministry of Culture, Sports and Tourism) as the Tua Hai Historical Victory Site in Decision 937/QD-BT on September 23, 1993.|||","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Tay-Ninh--Di-tich-lich-su-van-hoa-chien-thang-Tua-Hai-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Tay-Ninh--Di-tich-lich-su-van-hoa-chien-thang-Tua-Hai.jpg"
"893","Long Dien Son Tourist Area","Located about 5km from the center of Tay Ninh City and 3km from Nui Ba Den (Black Lady Mountain) Tourist Area, Long Dien Son is a must-visit destination when visiting Tay Ninh. The area stands out with its vast, open space and picturesque landscape, along with a water park offering many exciting games for those traveling with friends and family to relax.|||Long Dien Son Water Park covers an area of over 2 hectares and is currently the largest and only water park in Tay Ninh Province. When visiting, you can try thrilling games like water slides, artificial wave pools,... or areas dedicated to children for family trips.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Tay-Ninh-Khu-du-lich-Long-Dien-Son-4.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Tay-Ninh-Khu-du-lich-Long-Dien-Son-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Tay-Ninh-Khu-du-lich-Long-Dien-Son-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Tay-Ninh-Khu-du-lich-Long-Dien-Son-1.jpg"
"894","Ma Thien Lanh Tourist Area","Located in Thanh Tan commune, Tay Ninh town, Ma Thien Lanh is formed by three mountains: Ba Den Mountain, Heo Mountain, and Phung Mountain.|||The area features hundreds of hectares of pristine forest and streams that flow gently, creating a mystical, wild, and dreamy atmosphere.|||To reach this tourist area, you'll travel on a paved road over 3km from provincial road 785 to Phung Mountain and then to Ma Thien Lanh. However, as its name suggests, the road is quite steep and treacherous. Therefore, before heading out, make sure to prepare thoroughly, both physically and mentally, to ensure a safe journey to Ma Thien Lanh.|||After overcoming the challenging road, Ma Thien Lanh will reward your efforts, allowing you to immerse yourself in the pristine, breathtaking, and peaceful scenery of the area, which remains largely untouched by human hands.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Tay-Ninh-Khu-du-lich-Ma-Thien-Lanh-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Tay-Ninh-Khu-du-lich-Ma-Thien-Lanh-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Tay-Ninh-Khu-du-lich-Ma-Thien-Lanh-1.jpg"
"895","Sala Entertainment Complex","Located in the heart of the city, on a bustling avenue, Sala is a must-visit destination that will leave you wanting more. This complex offers a range of activities, including entertainment, dining, and accommodation, making it perfect for a relaxing getaway or a fun outing with friends, colleagues, or family.|||The vast Sala Amusement Park features a wide range of services, allowing you to have an unforgettable experience without wanting to leave. With its modern, youthful design and elegant, traditional touches, the architecture boasts sleek lines, A-shaped roofs, and a vibrant, harmonious color palette reminiscent of Southeast Asia.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Anh-5.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Anh-4.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Anh-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Anh-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Anh-1.jpg"
"896","Visit the Southern Regional Headquarters Base","The historic site of the Southern Regional Headquarters Base lies north of Tây Ninh province, near the Vietnam‑Cambodia border, about 60 km from Tây Ninh town.|||The historic site is also known by several other names, such as R (the secret code name of the Southern Central Committee); Camp Chang Riệc (named after the forest area where the base was located); Camp Pham Hung (Comrade Pham Hung served as Secretary of the Central Committee for many years); Bac Tay Ninh Base. During both the anti-French and anti-American wars, the Southeast region overall and Tay Ninh in particular were strategic zones. The Bac Tay Ninh Base served as the headquarters of the Southern revolutionary leadership for a long period and directly directed the southern revolution until the South was fully liberated.|||The historical site of the Central Headquarters of the Southern Region consists of three zones: the Central Headquarters of the Southern Region, the National Liberation Front of South Vietnam (Viet Cong) Headquarters, and the Provisional Revolutionary Government of the Republic of South Vietnam Headquarters.|||1. Southern Regional Headquarters Base|||In March 1951, the first Central Committee Conference (second term) decided to establish the Southern Region Central Office, appointing Comrade Le Duan as Secretary and Comrade Le Duc Tho as Deputy Secretary. Later, Comrade Le Duc Tho was appointed Secretary and Comrade Pham Hung became Deputy Secretary. On September 6, 1954, the Politburo dissolved the Southern Region Central Office and reestablished the Southern Provincial Party Committee and district committees.|||On 23 January 1961, the third meeting of the Party Central Committee's Executive Board (III term) decided to re-establish the Southern Regional Central Committee. In early 1965, the Central Committee was tasked with overseeing the Southern region and the far south of the Central region, and comrade Nguyen Van Linh, Secretary of the Southern Provincial Party Committee, assumed the role of Secretary of the Central Committee.|||During 1967–1975, Comrade Pham Hung served as Secretary; Comrades Nguyen Van Linh, Phan Van Dang and Hoang Van Thai served as Deputy Secretaries of the Central Office.|||The base was built in the Chàng Riệc forest of Rùm Đuôn, nestled within untouched primary forest with multiple canopy layers. The living quarters and work rooms are elevated above the ground; all posts, beams and braces are made of wood, and the roof is thatched with trung quan leaves. Underground shelters are typically placed next to the housing and work areas, sinking deep into the earth.|||Currently, this site is planned into two main zones:|||- Historic site: restored main residence, a large hall, a small hall, guard house, office, Hoang Cam kitchen, and the living and working quarters of comrades Nguyen Van Linh, Nguyen Chi Thanh, Vo Van Kiet, Pham Hung, among others. The combat trench network, including the distinctive frog-shaped trenches, runs continuously along the whole route.|||- The memorial complex includes a reception hall, exhibition area, and a shrine honoring heroic martyrs. The total built area of this zone is 750m2.|||2. Base of the National Front for the Liberation of South Vietnam|||On December 20, 1960, at Trảng Chiêng in Tân Lập commune, Chau Thành district (now Tân Biên district, Tây Ninh province), the National Liberation Front of South Vietnam was founded and a provisional Central Committee was appointed. The Front later held a series of national congresses:|||The first National Liberation Front of South Vietnam Representative Congress (February 16 – March 3, 1962) and the second (November 11–18, 1964).|||- From 15 to 20 August 1967, in the North Tây Ninh base area, the irregular congress of the Front adopted a political program as the basis for establishing the Provisional Revolutionary Government of the Republic of South Vietnam. This was the third and final congress.|||This historic site is located along the Cho Stream and consists of three distinct functional zones:|||- The original historic site includes: the guard house, the liaison house, the guest house, the residences of comrades Nguyen Huu Tho, Phung Van Cung, Vo Chi Cong, the Hoang Cam kitchen, an assembly hall, and several sections of trench roads and shelter tunnels…;|||- The memorial complex includes a gatehouse, a reception hall, and an exhibition hall;|||- Protected area: integrated with the natural landscape.|||3. Provisional Revolutionary Government Headquarters of the Republic of South Vietnam|||From 6-8 June 1969, in the Tan Not forest of Chau Thanh district (now Tan Bien district, Tay Ninh province), the Provisional Revolutionary Government of the Republic of South Vietnam was formed. Architect Huynh Tan Phat served as its chairman, and lawyer Nguyen Huu Tho chaired the Advisory Council.|||The Provisional Revolutionary Government of the Republic of South Vietnam headquarters, covering 60ha, is divided into three zones:|||- The original historic complex comprises the workhouse, dining hall, Hoang Cam kitchen, shelter bunker, and trench communications.|||- The complex includes a reception building, exhibition space, guest lounge, workroom, and a brewery;|||- Protected area: integrated with natural landscape.|||The historic site of the Southern Central Committee Base holds special significance. Over 15 years (1961-1975), the Central Committee turned many Party policies and President Ho Chi Minh’s directives into concrete actions in the South, issuing numerous directives and resolutions that shaped the revolutionary strategy across the southern battlefield. History shows that establishing the Southern Central Committee Base was a wise and innovative Party decision. The Base left valuable lessons on building strong bases, mobilizing the people in revolutionary movements, and especially on Party building.|||The Southern Central Headquarters, once the revolutionary capital of South Vietnam, preserves the traces and memories of a grueling, sacrificial yet proud revolutionary struggle. It bears witness to senior Party leaders, countless officials and soldiers who fought in the holy war to liberate the nation from American aggression, especially in the Southern battlefields. This historic site is not only vital for preserving tradition and education, but also an attractive destination for both domestic and international visitors, particularly Vietnam’s younger generations.|||Recognizing its special significance, on May 10, 2012 the Prime Minister classified the Southern Regional Central Headquarters site as a Special National Historical Monument (Decision No. 548/QD‑TTG).","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Tay-Ninh--Tham-quan-can-cu-trung-uong-cuc-mien-Nam-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Tay-Ninh--Tham-quan-can-cu-trung-uong-cuc-mien-Nam-1.jpg"
"897","Mat Tower","Mat Tower is recognized by the Ministry of Culture, Sports and Tourism as a historic-cultural site and is one of only three remaining ancient towers in southern Vietnam. The entire structure is built of brick and slab stone, with a sharply tapering summit that reaches an estimated height of 10 m from the ground.|||The bricks are stacked tightly, leaving almost no gaps, which is striking. The main wall faces east, while the other three sides turn toward west, south and north. The tower showcases the sophisticated craftsmanship of the ancient Óc Eo civilization.|||Rising from a raised mound in the middle of a field, the tower looks from a distance like a pen tip stretching upward. It is a worthwhile spot for visitors to explore.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Tay-Ninh-Thap-Chop-Mat-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Tay-Ninh-Thap-Chop-Mat-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Tay-Ninh-Thap-Chop-Mat.jpg"
"898","Nha Mat Tourist Area","Nha Mat Tourist Area is the most famous attraction in Bac Lieu. It features a large artificial beach and a host of fun activities such as a soaring air ride, electric buggy rides, a 6D cinema, and a massage lounge. It promises to be the perfect spot to beat the sweltering summer heat for visitors.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BacLieu/KDL-NHA-MAT.png|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BacLieu/NHA-MAT-4.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BacLieu/KVC-NHA-MAT-3.png|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BacLieu/KVC-NHA-MAT-2.png|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BacLieu/KVC-NHA-MAT-1.png"
"899","Tan Lap Floating Village","Tan Lap Floating Village lies deep within the flooded forests of the Mekong Delta’s Dong Thap Muoi region, a wetland ecosystem typical of southeastern Vietnam. Cajuput trees, lotus, water lilies, water caltrops and abundant wildlife such as storks and pangasius catfish give the area its own palette of colours. The plain of Long An offers simple, unpretentious scenery that soothes the soul.|||Tan Lap is an eco‑tourism destination in Tan Lap commune, Moc Hoa district, Long An province. The village is interlaced with the Rach Rung canal and the Vam Co Tay River.|||Beyond the floating houses, the site includes a natural reserve, a forest garden, a wildlife migration zone, a boat dock and more. That’s why a one‑day visit never feels boring – there’s always something new to explore.|||Because it is a flooded‑forest eco‑park surrounded by green cajuput woods, you can visit any season. However, for picture‑perfect moments, come during the flood season when plants and animals are at their most vibrant. Visiting outside this period offers little interest. Travelers are advised to go during the high‑water months, when the landscape resembles a miniature Mekong West, the hallmark of Tan Lap. The flood season runs from August to November (lunar calendar), coinciding with the central‑Vietnam rainy season.|||When the waters rise, many birds return to build nests and feed on the plentiful fish. This time also brings a bounty of riverine specialties. Lotus and water lily blossoms cover the village, providing spectacular photo opportunities.|||Tan Lap is ideal for nature lovers seeking peace. Entrance is 60,000 VND per person; boat rides with a guide cost an additional 30,000 VND per person. Boat operators double as guides, steering you through the vast marshes and lush vegetation. In October‑November, when lotus are in full bloom, boats can take you to the stunning lotus fields for unforgettable selfies.|||Tan Lap remains a relatively untouched destination, so culinary options are modest. Simple, rustic river‑front dishes are available, and visitors may bring their own food for a communal picnic. Still, trying the local village fare is part of the experience.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Lang-noi-Tan-Lap-4.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Lang-noi-Tan-Lap-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Lang-noi-Tan-Lap-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Lang-noi-Tan-Lap-1.jpg"
"900","Endless Field Tourist Area","This tourist area is a biodiversity reserve, nurturing many rare plant species and precious herbs. It was also the backdrop for the famous film 'Endless Field'. Following the film's huge success, the site has become a popular tourist destination in Long An province.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-KDL-Canh-Dong-Bat-Tan-9.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-KDL-Canh-Dong-Bat-Tan-8.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-KDL-Canh-Dong-Bat-Tan-7.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-KDL-Canh-Dong-Bat-Tan-6.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-KDL-Canh-Dong-Bat-Tan-5.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-KDL-Canh-Dong-Bat-Tan-4.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-KDL-Canh-Dong-Bat-Tan-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-KDL-Canh-Dong-Bat-Tan-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-KDL-Canh-Dong-Bat-Tan-1.jpg"
"901","King Coconut Tree Avenue in Tan Tru","About 40km south of Ho Chi Minh City lies a road often referred to as the ""happy road"". For years, the King Coconut Tree Avenue in Tan Tru, Long An, has been a popular check-in spot for tourists on weekends.|||An iconic road for nearly 30 years.|||Tan Tru District is nestled between the Vam Co Dong and Vam Co Tay rivers, with fertile alluvial soil perfect for growing lush fruits and trees. Visitors to Tan Tru Town often ask about the King Coconut Tree Avenue, and locals are always happy to share its location. The road has long been a symbol of the local community.|||The over 2km concrete road features two rows of straight and lush king coconut trees, surrounded by rice fields and green dragon fruit orchards, making it a source of pride for the locals. As you walk along the road, you'll feel like you're part of the beautiful scenery, which lives up to the road's nickname.|||Tan Tru Town in Long An Province is not only known for its achievements in rural transportation but also for its beautiful rural roads lined with flowers and trees. These concrete roads are surrounded by rice fields, with morning glory flowers and bean grass planted along the edges, and many roads are lined with two rows of lush coconut trees.|||Anyone who has visited Tan Tru Town in Long An Province is familiar with the King Coconut Tree Avenue near the local junior high school. The nearly 1km road features over 300 large coconut trees, making it a pride of the local community. The concrete road, lined with two rows of green coconut trees, passes through a field of golden rice, making anyone who walks through it feel happy.|||Taking photos until your hands ache.|||In addition to tourists who come to take photos, many couples choose this spot for their wedding photos to capture the special moments of their lives.|||Visitors to the King Coconut Tree Avenue at any time of day will catch unforgettable moments. At dawn, the misty scenery surrounding the coconut trees creates a romantic atmosphere. In the afternoon, the road is filled with images of students in their white uniforms riding their bikes home from school.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Hang-cau-vua-Tan-Tru-6.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Hang-cau-vua-Tan-Tru-5.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Hang-cau-vua-Tan-Tru-4.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Hang-cau-vua-Tan-Tru-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Hang-cau-vua-Tan-Tru-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Hang-cau-vua-Tan-Tru-1.jpg"
"902","Bac Lieu Bird Sanctuary","If you're planning a trip to the Mekong Delta, be sure to visit the Bac Lieu Bird Sanctuary, a nature reserve that offers a tranquil atmosphere and a glimpse into the region's wild side.|||The sanctuary is a remnant of the coastal mangrove forest, which has been naturally expanded to 385ha, including 19ha of primary forest, and is home to around 46 bird species, including the spotted necked grebe and the blackheaded ibis, 150 animal species, and 109 plant species, making it a rich and diverse ecosystem.|||As the sun sets, flocks of birds return to their nests, flying in an orderly fashion, separated by species, with some flying in arrow-like formations and others in a more scattered pattern, creating a lively atmosphere in the forest.|||In the late afternoon, the forest takes on a soft, gentle appearance, with the trees swaying in the breeze and the birds flying back to their nests, each species occupying its own territory, with the black cormorants perched on the highest branches and the white egrets resting on the middle tiers.|||The forest comes alive with the sounds of leaves rustling, wings flapping, and birds calling, creating a symphony that welcomes visitors from afar.|||As night falls, the nocturnal birds wake up and begin their activities, breaking the silence of the night, and the sounds of the forest are like a breath of fresh air, reconnecting humans with nature.|||Thanks to the investment from the local government, a canal has been dug around the sanctuary, along with a water reservoir and a fish pond, which have helped to restore the natural environment and attract a growing number of bird species, making the sanctuary an even more diverse and vibrant ecosystem.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BacLieu/VUONCHIMBL/Vuon-chim-Bac-Lieu-5.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BacLieu/VUONCHIMBL/Vuon-chim-Bac-Lieu-4.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BacLieu/VUONCHIMBL/Vuon-chim-Bac-Lieu-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BacLieu/VUONCHIMBL/Vuon-chim-Bac-Lieu-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BacLieu/VUONCHIMBL/Vuon-chim-Bac-Lieu-1.jpg"
"903","Cao Van Lau Memorial Area","In 2008, this site was renovated and expanded over an area of approximately 2,800m2, featuring structures such as a triple-gate entrance, a tomb shelter for musician Cao Van Lau, a half-statue of Cao Van Lau, an exhibit house for documents, artifacts, and images of musicians, an outdoor stage, and a guest reception house.|||Located in ward 2, Bac Lieu city, the Cao Van Lau Memorial Area was originally the ancestral tomb of the musician's family. It was later restored and expanded with additional structures to host significant events and welcome distant visitors. The Cao Van Lau musician memorial was added to the list of National Intangible Cultural Heritage by the Ministry of Culture, Sports and Tourism in 2012.|||The Cao Van Lau memorial area in Bac Lieu features several structures, including the tomb of musician Cao Van Lau and his family, a bust of Cao Van Lau, and an exhibit area showcasing images and artifacts of the founders of Southern Vietnam's reformed theater. Notably, there is also a symbolic dan kìm (a type of zither) area and an outdoor stage, among other attractions.|||Upon entering the main gate, visitors will come across a bamboo flute monument situated in the memorial area. This monument is a stylized đàn kìm, a symbol of Southern Vietnam's traditional music. The đàn kìm is crafted from a bamboo node, with its hollowed-out sections creating an air of mystery and sanctity, evoking nostalgia and paying tribute to the deceased. This is also where visitors can pay their respects and offer incense.|||The mystical and sacred aspect here is the arrangement of steps leading to the bamboo pipe platform, with the number of steps symbolizing the rhythms and beats of traditional reformed theater, corresponding to each artist's creation: 2 steps for Cao Văn Lầu, 4 steps for Trịnh Thiên Tư, 8 steps for Lư Hòa Nghĩ, 16 steps for Mộng Vân, 32 steps for Trần Tấn Hưng, and 64 steps for Lý Khi.|||The stone staircase, made from green Thanh Hoa stone, features intricate carvings of dragons. The dragons' shapes follow the stairs, blending with cloud patterns to create a meaningful combination. As Bạc Liêu is known as the cradle of đờn ca tài tử (a type of traditional music), which flourished most in the southern region, the development and spread of this music are likened to a dragon.|||Surrounding the bamboo flute monument are 20 stone carvings of folk songs, including 3 Nam, 6 Bac, 4 Oan, and 7 large Bac songs. Behind the symbol of the Kìm instrument is a statue of musician Cao Van Lau. His famous piece, 'Da co hoai lang', is engraved on the back.|||Beyond the symbol of the kìm ensemble is a park featuring symbols of various musical instruments, all of which are part of the Southern Vietnam traditional music art. These include the flute, đàn cò (a type of harp), đàn tranh (16-string zither), đàn bầu (monochord), and guitar. What sets this instrument garden apart is that all the instruments are carved from green stone, looking sturdy and soulful, with the stone's color harmonizing with the greenery around.|||To the left is a memorial house dedicated to the late musician Cao Van Lau. On the right are service blocks. Finally, there's a performance building for traditional don ca tai tu music, situated on a lotus pond.|||For a glimpse into the treasured documents of traditional Vietnamese music and theater, or to admire images of renowned cai luong artists from Bac Lieu, the exhibition area is a must-visit. Inside, visitors can find stage costumes of famous cai luong artists and wax figures depicting traditional music performances, along with ancient instruments used by skilled artisans.|||Visitors will explore the golden age of Vietnamese traditional music and cải lương, as well as delve into the historical context of 'Dạ Cổ Hoài Lang' (Longing for My Husband on a Drumming Night). For over 100 years since its creation, Cao Văn Lầu's timeless love song 'Dạ cổ hoài lang' still resonates with millions of Vietnamese hearts, evoking profound marital love and devotion.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BacLieu/KLNCAOVANLAU/KLN-Cao-Van-Lau-7.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BacLieu/KLNCAOVANLAU/KLN-Cao-Van-Lau-6.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BacLieu/KLNCAOVANLAU/KLN-Cao-Van-Lau-5.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BacLieu/KLNCAOVANLAU/KLN-Cao-Van-Lau-4.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BacLieu/KLNCAOVANLAU/KLN-Cao-Van-Lau-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BacLieu/KLNCAOVANLAU/KLN-Cao-Van-Lau-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BacLieu/KLNCAOVANLAU/KLN-Cao-Van-Lau-1.jpg"
